City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
462,Hanmer Springs,NZ,-42.5167,172.8167,51.1,94,100,0.87,light rain
463,Porto Santo,PT,33.072,-16.3415,66.31,77,75,10.36,broken clouds
464,Dovers,VC,12.8833,-61.1833,80.46,79,100,17.4,overcast clouds
465,Saint-Joseph,RE,-21.3667,55.6167,70.47,84,35,1.97,light rain
466,Kongwa,TZ,-6.2,36.4167,59.77,91,100,4.99,overcast clouds
467,Boa Vista,BR,2.8197,-60.6733,80.58,69,75,9.22,broken clouds
468,Semporna,MY,4.4818,118.6112,84.9,67,97,1.25,overcast clouds
469,Tilichiki,RU,60.4667,166.1,47.84,74,100,5.73,overcast clouds
470,Banting,MY,2.8167,101.5,80.73,81,98,1.72,overcast clouds
471,Meulaboh,ID,4.1363,96.1285,76.14,81,100,4.41,overcast clouds
472,Panguna,PG,-6.3164,155.4848,83.3,58,14,2.71,few clouds
473,Garowe,SO,8.4054,48.4845,76.62,71,6,18.05,clear sky
474,Dalnerechensk,RU,45.9339,133.7225,57.9,89,100,4.0,light rain
475,Tuktoyaktuk,CA,69.4541,-133.0374,34.61,80,24,11.63,few clouds
476,Sungaipenuh,ID,-2.0833,101.3833,70.34,82,6,0.94,clear sky
477,Calabozo,VE,8.9242,-67.4293,74.23,90,99,4.63,overcast clouds
478,Nihommatsu,JP,37.5833,140.4333,76.3,67,100,1.79,overcast clouds
479,Kangaatsiaq,GL,68.3065,-53.4641,38.89,91,100,13.15,overcast clouds
480,Qui Nhon,VN,13.7667,109.2333,86.85,65,100,6.8,overcast clouds
481,Kambove,CD,-10.8764,26.5969,55.29,73,100,7.29,overcast clouds
482,Ende,ID,-8.8432,121.6623,83.14,68,30,3.02,scattered clouds
483,Samus,RU,56.7475,84.6992,52.9,87,100,4.21,light rain
484,Bathsheba,BB,13.2167,-59.5167,81.21,69,40,17.05,scattered clouds
485,Cayenne,GF,4.9333,-52.3333,77.09,89,90,8.25,overcast clouds
486,Arlit,NE,18.7369,7.3853,88.48,16,0,1.81,clear sky
487,Adrar,MR,20.5022,-10.0711,89.38,13,8,22.12,clear sky
488,Loei,TH,17.4167,101.5,69.17,88,100,2.84,overcast clouds
489,Igarka,RU,67.4667,86.5833,32.67,86,100,14.18,overcast clouds
490,Panaba,MX,21.2833,-88.2667,83.46,61,100,10.29,overcast clouds
491,Alangayam,IN,12.6,78.75,73.24,83,100,3.33,overcast clouds
492,Abu Dhabi,AE,24.4667,54.3667,86.02,84,20,7.27,few clouds
493,Filingue,NE,14.3521,3.3168,90.73,27,9,8.59,clear sky
494,Eureka,US,40.8021,-124.1637,67.68,71,100,10.0,overcast clouds
495,Placido De Castro,BR,-10.3353,-67.1856,75.06,73,78,1.05,broken clouds
496,Constitucion,CL,-35.3333,-72.4167,50.88,64,100,5.06,overcast clouds
497,Hamilton,US,39.1834,-84.5333,79.43,65,1,3.76,clear sky
498,Karangampel,ID,-6.4622,108.4519,81.07,75,8,3.56,clear sky
499,Tombouctou,ML,20.0,-3.0,92.93,8,3,5.61,clear sky
500,Kaoma,ZM,-14.7833,24.8,51.17,81,25,7.67,scattered clouds
501,Copacabana,CO,6.3463,-75.5089,72.03,99,100,2.64,overcast clouds
502,Ascoli Piceno,IT,42.8548,13.5749,70.12,70,25,6.11,scattered clouds
503,Sunrise Manor,US,36.2111,-115.0731,107.82,8,1,8.99,clear sky
504,Mananjary,MG,-21.2167,48.3333,67.01,93,46,11.25,light rain
505,Sibolga,ID,1.7427,98.7792,78.24,61,69,2.93,broken clouds
506,Lubsko,PL,51.7847,14.972,60.71,76,99,6.26,overcast clouds
507,Taiyuan,CN,37.8694,112.5603,76.86,19,0,5.23,clear sky
508,Vila,PT,42.0304,-8.1588,51.69,80,0,3.8,clear sky
509,Chumikan,RU,54.7183,135.315,36.81,98,100,3.58,light rain
510,Sidney,AU,-33.8679,151.2073,63.81,55,0,3.0,clear sky
511,Illapel,CL,-31.6308,-71.1653,60.1,76,100,2.04,overcast clouds
512,Mantua,IT,45.1667,10.7833,68.61,93,5,8.34,clear sky
513,Launceston,AU,-41.45,147.1667,49.64,87,90,1.01,overcast clouds
514,Nome,US,64.5011,-165.4064,35.67,87,90,16.11,light snow
515,Coahuayana,MX,18.7333,-103.6833,85.19,65,96,5.59,overcast clouds
516,Paracuru,BR,-3.41,-39.0306,81.1,85,0,9.71,clear sky
517,Kayerkan,RU,69.3497,87.7602,30.88,97,100,8.32,light snow
518,Balkhash,KZ,46.844,74.9804,54.21,35,0,17.9,clear sky
519,Razdolnoye,RU,43.55,131.9167,64.81,59,32,8.7,scattered clouds
520,Arraial Do Cabo,BR,-22.9661,-42.0278,73.4,87,0,21.77,clear sky
521,Choya,RU,52.0108,86.5467,48.06,90,100,2.3,overcast clouds
522,Padang,ID,-0.9492,100.3543,81.01,68,86,1.61,overcast clouds
523,Pierre,US,44.3683,-100.351,95.92,23,1,16.11,clear sky
524,Roald,NO,62.5833,6.1333,61.16,100,75,5.75,broken clouds
525,Katsuura,JP,35.1333,140.3,73.24,93,100,11.01,overcast clouds
526,Phalodi,IN,27.1333,72.3667,88.48,53,1,12.08,clear sky
527,Nioro,GM,13.35,-15.75,80.37,67,3,9.71,clear sky
528,Abu Samrah,SY,35.3029,37.1841,64.45,60,0,6.53,clear sky
529,Dillon,US,34.4166,-79.3712,79.52,82,100,7.02,overcast clouds
530,Laguna,US,38.421,-121.4238,97.43,30,1,4.0,clear sky
531,Vostok,RU,46.4856,135.8833,52.52,90,100,1.7,light rain
532,Tiarei,PF,-17.5333,-149.3333,86.02,81,26,13.31,scattered clouds
533,Ancud,CL,-41.8697,-73.8203,47.23,79,77,4.88,broken clouds
534,Kismayo,SO,-0.3582,42.5454,77.94,81,63,15.19,broken clouds
535,Haapiti,PF,-17.5667,-149.8667,85.73,78,16,12.19,few clouds
536,Bambanglipuro,ID,-7.95,110.2833,65.61,79,8,0.45,clear sky
537,Havoysund,NO,70.9963,24.6622,41.88,82,15,16.64,few clouds
538,Codrington,AU,-38.2667,141.9667,57.79,86,100,15.23,overcast clouds
539,Chimichagua,CO,9.2578,-73.8123,81.57,77,100,1.45,overcast clouds
540,Bima,ID,-8.4667,118.7167,83.95,68,6,2.77,clear sky
541,Karratha,AU,-20.7377,116.8463,75.78,61,84,16.51,broken clouds
542,Conceicao Do Araguaia,BR,-8.2578,-49.2647,79.45,60,98,2.86,overcast clouds
543,Faya,SA,18.3851,42.4509,66.72,61,0,0.45,clear sky
544,Nuuk,GL,64.1835,-51.7216,43.41,75,75,14.97,light rain
545,Pingliang,CN,35.5392,106.6861,78.46,27,100,4.05,overcast clouds
546,Straumen,NO,63.8709,11.2999,55.4,77,96,3.71,overcast clouds
547,Alofi,NU,-19.0595,-169.9187,75.69,63,90,15.57,overcast clouds
548,Parainen,FI,60.3067,22.301,56.89,74,6,6.2,clear sky
549,Khingansk,RU,49.1167,131.1833,56.19,63,100,3.36,overcast clouds
550,Bukachacha,RU,52.9833,116.9167,72.64,32,83,5.95,broken clouds
551,Ferrol,ES,43.4832,-8.2369,61.27,90,9,6.06,clear sky
552,Gobabis,NA,-22.45,18.9667,43.0,66,0,11.65,clear sky
553,Salalah,OM,17.0151,54.0924,84.29,84,75,5.75,broken clouds
554,Boden,SE,65.8252,21.6886,57.2,77,99,2.26,overcast clouds
555,Tessalit,ML,20.1986,1.0114,93.29,10,12,8.59,few clouds
556,Xining,CN,36.6167,101.7667,64.89,31,100,4.32,light rain
557,Port Hedland,AU,-20.3167,118.5667,77.05,31,98,20.71,overcast clouds
558,Vrangel,RU,42.7297,133.0839,57.36,78,7,13.44,clear sky
559,Northam,GB,51.0333,-4.2167,58.39,96,100,3.91,overcast clouds
560,Mastic Beach,US,40.7668,-72.8521,84.4,77,1,1.01,clear sky
561,Carutapera,BR,-1.195,-46.02,76.17,88,87,5.06,overcast clouds
562,Walvis Bay,NA,-22.9575,14.5053,78.1,24,0,25.46,clear sky
563,The Valley,AI,18.217,-63.0578,81.1,76,100,20.74,overcast clouds
564,Ambulu,ID,-8.345,113.6058,80.91,76,0,1.07,clear sky
565,Bulgan,MN,48.8125,103.5347,67.17,55,68,4.12,broken clouds
566,Ati,TD,13.2154,18.3353,88.29,45,96,12.17,overcast clouds
567,Putina,PE,-15.4667,-69.4333,44.4,73,19,9.53,few clouds
568,Kerema,PG,-7.9631,145.7785,81.01,77,72,4.23,broken clouds
569,Yumen,CN,40.2833,97.2,73.83,31,97,15.68,overcast clouds
570,Belonia,IN,23.2528,91.4514,79.9,93,100,6.31,heavy intensity rain
571,Rzhev,RU,56.2624,34.3282,57.61,76,100,4.59,overcast clouds
572,Kondinskoye,RU,59.6481,67.41,62.33,59,89,12.46,overcast clouds
573,Saint-Georges,GD,12.0564,-61.7485,80.28,83,75,14.97,broken clouds
574,Roebourne,AU,-20.7833,117.1333,75.56,56,66,16.17,broken clouds
575,Pitimbu,BR,-7.4706,-34.8086,75.79,86,56,10.33,broken clouds
576,Visby,SE,57.6409,18.296,61.02,63,6,10.36,clear sky
577,Mujiayingzi,CN,42.1167,118.7833,69.46,36,4,3.0,clear sky
578,Teknaf,BD,20.8624,92.3058,80.1,89,100,3.22,overcast clouds
579,Kuryk,KZ,43.2,51.65,70.74,69,79,16.89,broken clouds
580,Vestmanna,FO,62.1564,-7.1664,47.32,100,90,7.2,overcast clouds
581,Lang Son,VN,21.8333,106.7333,83.41,65,8,2.3,clear sky
582,Beloha,MG,-25.1667,45.05,58.01,80,0,6.04,clear sky
583,Kenai,US,60.5544,-151.2583,68.02,51,1,17.27,clear sky
584,Luancheng,CN,37.8792,114.6517,78.96,16,31,8.14,scattered clouds
585,Sinjai,ID,-5.1241,120.253,83.44,71,10,7.09,clear sky
586,Tapiramuta,BR,-11.8472,-40.7914,61.81,91,55,6.2,broken clouds
587,La Palma,US,33.8464,-118.0467,88.93,59,1,3.0,clear sky
588,Dilla,ET,6.41,38.31,60.31,93,46,4.32,scattered clouds
589,Eyl,SO,7.9803,49.8164,78.08,80,81,15.86,broken clouds
590,Fushun,CN,41.8558,123.9233,71.31,67,89,2.84,overcast clouds
591,Kudahuvadhoo,MV,2.6708,72.8944,82.87,75,76,14.74,broken clouds
592,Angoche,MZ,-16.2325,39.9086,68.59,81,100,11.45,overcast clouds
593,Lazaro Cardenas,MX,17.9583,-102.2,84.69,68,31,6.69,scattered clouds
594,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,73.45,97,82,1.92,broken clouds
595,Chimbote,PE,-9.0853,-78.5783,64.44,86,74,8.77,broken clouds
596,Sangar,RU,63.9242,127.4739,56.21,42,100,13.82,overcast clouds
597,Sovetskiy,RU,61.3614,63.5842,65.97,49,66,9.31,broken clouds
598,Do Gonbadan,IR,30.3586,50.7981,88.07,12,0,5.79,clear sky
599,Rawah,IQ,34.4816,41.9093,79.09,25,0,14.03,clear sky
600,Kuusamo,FI,65.9667,29.1833,53.64,82,0,6.91,clear sky
601,Hobyo,SO,5.3505,48.5268,77.68,84,79,21.21,broken clouds
602,Peleduy,RU,59.6289,112.7406,48.51,94,100,4.9,light rain
603,Quelimane,MZ,-17.8786,36.8883,63.12,92,52,4.7,light rain
604,George,ZA,-33.963,22.4617,62.15,17,0,1.14,clear sky
605,Nowogard,PL,53.6744,15.1163,59.68,71,0,5.12,clear sky
606,Port Macquarie,AU,-31.4333,152.9167,63.9,51,0,3.58,clear sky
607,Rovaniemi,FI,66.5,25.7167,58.41,62,0,11.5,clear sky
608,Plainview,US,40.7765,-73.4673,89.06,57,1,5.75,clear sky
609,Tazovskiy,RU,67.4667,78.7,33.13,73,94,13.22,overcast clouds
610,Atambua,ID,-9.1061,124.8925,80.24,63,24,2.68,few clouds
611,Taybad,IR,34.74,60.7756,77.29,39,0,5.41,clear sky
612,Wichian Buri,TH,15.6578,101.106,81.45,71,100,4.16,overcast clouds
613,Crotone,IT,39.0851,17.1178,68.94,58,100,4.94,overcast clouds
614,Songea,TZ,-10.6833,35.65,56.97,91,95,6.26,overcast clouds
615,Xiongzhou,CN,25.1167,114.3,78.58,63,2,2.19,clear sky
616,Kulmbach,DE,50.1,11.45,62.83,94,100,2.3,overcast clouds
617,Rota,ES,36.6224,-6.3586,67.21,94,0,2.3,clear sky
618,Taltal,CL,-25.4,-70.4833,60.71,83,25,3.42,scattered clouds
619,Monrovia,LR,6.3005,-10.7969,78.57,83,100,4.9,light rain
620,Tramandai,BR,-29.9847,-50.1336,65.53,93,100,15.64,overcast clouds
621,Jasper,US,37.2001,-94.3502,75.67,67,20,1.99,few clouds
622,Viedma,AR,-40.8135,-62.9967,46.96,54,0,9.13,clear sky
623,Bandarbeyla,SO,9.4942,50.8122,79.65,79,71,19.22,broken clouds
624,Gedo,ET,9.0167,37.45,52.12,82,36,0.18,scattered clouds
625,Ayan,RU,56.45,138.1667,41.43,84,98,5.57,overcast clouds
626,Mizan Teferi,ET,6.9833,35.5833,59.52,95,90,3.09,light rain
627,Keetmanshoop,NA,-26.5833,18.1333,52.99,38,0,16.44,clear sky
628,Sabang,ID,5.8933,95.3214,82.33,75,94,13.6,overcast clouds
629,Nemuro,JP,43.3236,145.575,55.89,80,100,17.11,overcast clouds
630,Ambilobe,MG,-13.2,49.05,69.8,95,100,2.68,overcast clouds
631,Maneadero,MX,31.7167,-116.5667,67.19,73,0,3.0,clear sky
632,Severnyy,RU,50.677,36.5532,53.64,100,99,6.71,mist
633,Znamenka,RU,52.4167,41.4311,53.02,97,100,8.3,light rain
634,Rabaul,PG,-4.1967,152.1721,85.41,69,9,12.64,clear sky
635,Tupik,RU,54.4253,119.9327,70.34,46,16,6.71,few clouds
636,Abu Kamal,SY,34.4506,40.9171,76.93,33,0,11.48,clear sky
637,Yulara,AU,-25.2406,130.9889,60.64,48,0,11.5,clear sky
638,Bratsk,RU,56.1325,101.6142,48.69,63,100,10.78,overcast clouds
639,Dolgoye,RU,52.8,37.2167,51.91,98,100,8.48,moderate rain
640,Sur,OM,22.5667,59.5289,86.18,61,16,4.7,few clouds
641,Miraflores,MX,19.2167,-98.8083,65.05,84,100,2.71,light rain
642,North Bend,US,43.4065,-124.2243,61.92,68,40,14.97,scattered clouds
643,Almeirim,BR,-1.5233,-52.5817,76.77,84,57,3.15,broken clouds
644,Kendari,ID,-3.945,122.4989,82.44,72,33,1.01,scattered clouds
645,Wollongong,AU,-34.4333,150.8833,64.08,53,5,1.79,clear sky
646,Port Hardy,CA,50.6996,-127.4199,54.01,64,100,11.72,overcast clouds
647,Oksfjord,NO,70.2396,22.3479,41.92,87,15,4.5,few clouds
648,Ankazobe,MG,-18.3167,47.1167,52.21,78,11,4.47,few clouds
649,Thohoyandou,ZA,-22.9456,30.485,47.71,82,39,3.49,scattered clouds
650,Tumut,AU,-35.3,148.2167,49.19,57,8,2.75,clear sky
651,Khasan,RU,42.4308,130.6434,65.01,57,0,11.23,clear sky
652,Amarpur,IN,25.0333,86.9,92.68,41,34,5.08,scattered clouds
653,Kabwe,ZM,-14.4469,28.4464,50.86,75,100,7.56,overcast clouds
654,Nordfjordeid,NO,61.9063,5.9915,61.12,91,100,3.02,overcast clouds
655,Hearst,CA,49.6835,-83.6665,57.16,75,8,4.23,clear sky
656,Ust-Kulom,RU,61.6864,53.6902,60.26,62,81,6.04,broken clouds
657,Pucallpa,PE,-8.3791,-74.5539,78.84,83,40,2.3,scattered clouds
658,Madang,PG,-5.2246,145.7966,84.67,70,72,4.99,broken clouds
659,Paita,PE,-5.0892,-81.1144,68.07,82,42,14.47,scattered clouds
660,Clemencia,CO,10.5665,-75.325,83.57,86,70,9.46,broken clouds
661,Westport,US,41.1415,-73.3579,87.98,56,1,11.61,clear sky
662,Kloulklubed,PW,7.0419,134.2556,84.7,78,83,5.93,broken clouds
663,Okakarara,NA,-20.5833,17.4333,41.29,60,0,6.6,clear sky
664,Port Lincoln,AU,-34.7333,135.8667,62.15,71,62,16.15,broken clouds
665,Dodola,ET,6.9833,39.1833,50.29,84,99,2.66,overcast clouds
666,Zavodoukovsk,RU,56.5042,66.5515,55.31,68,66,6.58,broken clouds
667,Taungdwingyi,MM,20.0167,95.55,84.2,66,71,9.1,broken clouds
668,Jaynagar-Majilpur,IN,22.1758,88.4178,85.96,69,98,14.81,overcast clouds
669,Abrau-Dyurso,RU,44.69,37.59,56.66,89,43,6.85,scattered clouds
670,Greenville,US,35.6127,-77.3663,79.21,79,1,6.91,clear sky
671,Scottsbluff,US,41.8666,-103.6672,88.92,31,1,7.0,clear sky
672,Gasa,PS,31.5,34.4667,67.98,65,0,3.96,clear sky
673,Kachiry,KZ,53.0675,76.1036,58.14,59,6,5.23,clear sky
674,Jutai,BR,-5.1833,-68.9,73.33,97,100,2.21,overcast clouds
675,Murwara,IN,23.85,80.4,81.23,63,50,8.9,scattered clouds
676,Heidelberg,ZA,-26.5048,28.3592,43.95,82,0,4.34,clear sky
677,Melita,CA,49.2681,-100.9967,85.32,40,0,5.86,clear sky
678,Tigil,RU,57.8,158.6667,51.4,89,100,4.92,light rain
679,Navalgund,IN,15.5667,75.3667,74.25,84,100,8.84,overcast clouds
680,Bom Jesus Da Lapa,BR,-13.255,-43.4181,73.76,55,17,5.59,few clouds
681,Waingapu,ID,-9.6567,120.2641,82.98,66,47,10.58,scattered clouds
682,Anito,PH,12.4497,125.2886,83.7,79,29,1.21,scattered clouds
683,Dryden,CA,49.7833,-92.7503,79.05,39,0,5.48,clear sky
684,Eirunepe,BR,-6.6603,-69.8736,74.88,92,95,1.5,overcast clouds
685,Novopavlovka,RU,51.2172,109.2091,73.56,31,88,5.03,overcast clouds
686,Siocon,PH,7.7061,122.1353,78.71,88,100,5.17,overcast clouds
687,Makakilo City,US,21.3469,-158.0858,84.52,53,90,10.36,overcast clouds
688,Mae Hong Son,TH,19.3003,97.9685,77.14,88,75,1.14,broken clouds
689,Ilhabela,BR,-23.7781,-45.3581,70.52,68,0,3.36,clear sky
690,Yurkivka,UA,49.0126,31.1013,52.52,87,34,5.35,scattered clouds
691,Jerantut,MY,3.936,102.3626,79.43,83,66,0.58,broken clouds
692,Gremyachinsk,RU,58.5603,57.851,47.61,74,6,2.53,clear sky
693,Saint-Francois,FR,46.4154,3.9054,59.18,100,90,0.0,overcast clouds
694,Oliveira,BR,-20.6964,-44.8272,64.2,74,86,2.48,overcast clouds
695,Bridlington,GB,54.0831,-0.1919,57.88,89,46,5.93,scattered clouds
